"","series_id","units","value","date","year","month","change_first_order","change_second_order"
"504","TOTAL.OGNRPUS.M","Number of Rigs",1882,2014-12-01,2014,12,-0.0223,-45.6
"505","TOTAL.OGNRPUS.M","Number of Rigs",1683,2015-01-01,2015,1,-0.1057,3.73991031390135
"506","TOTAL.OGNRPUS.M","Number of Rigs",1348,2015-02-01,2015,2,-0.199,0.882686849574267
"507","TOTAL.OGNRPUS.M","Number of Rigs",1109,2015-03-01,2015,3,-0.1773,-0.109045226130653
"508","TOTAL.OGNRPUS.M","Number of Rigs",976,2015-04-01,2015,4,-0.1199,-0.323745064861816
"509","TOTAL.OGNRPUS.M","Number of Rigs",889,2015-05-01,2015,5,-0.0891,-0.256880733944954
"510","TOTAL.OGNRPUS.M","Number of Rigs",861,2015-06-01,2015,6,-0.0315,-0.646464646464646
"511","TOTAL.OGNRPUS.M","Number of Rigs",866,2015-07-01,2015,7,0.0058,-1.18412698412698
"512","TOTAL.OGNRPUS.M","Number of Rigs",883,2015-08-01,2015,8,0.0196,2.37931034482759
"513","TOTAL.OGNRPUS.M","Number of Rigs",848,2015-09-01,2015,9,-0.0396,-3.02040816326531
"514","TOTAL.OGNRPUS.M","Number of Rigs",791,2015-10-01,2015,10,-0.0672,0.696969696969697
"515","TOTAL.OGNRPUS.M","Number of Rigs",760,2015-11-01,2015,11,-0.0392,-0.416666666666667
"516","TOTAL.OGNRPUS.M","Number of Rigs",711,2015-12-01,2015,12,-0.0645,0.645408163265306
"517","TOTAL.OGNRPUS.M","Number of Rigs",643,2016-01-01,2016,1,-0.0956,0.482170542635659
"518","TOTAL.OGNRPUS.M","Number of Rigs",532,2016-02-01,2016,2,-0.1726,0.805439330543933
"519","TOTAL.OGNRPUS.M","Number of Rigs",477,2016-03-01,2016,3,-0.1034,-0.400926998841251
"520","TOTAL.OGNRPUS.M","Number of Rigs",437,2016-04-01,2016,4,-0.0839,-0.188588007736944
"521","TOTAL.OGNRPUS.M","Number of Rigs",407,2016-05-01,2016,5,-0.0686,-0.182359952324196
"522","TOTAL.OGNRPUS.M","Number of Rigs",417,2016-06-01,2016,6,0.0246,-1.35860058309038
"523","TOTAL.OGNRPUS.M","Number of Rigs",449,2016-07-01,2016,7,0.0767,2.11788617886179
"524","TOTAL.OGNRPUS.M","Number of Rigs",481,2016-08-01,2016,8,0.0713,-0.0704041720990874
"525","TOTAL.OGNRPUS.M","Number of Rigs",509,2016-09-01,2016,9,0.0582,-0.183730715287518
"526","TOTAL.OGNRPUS.M","Number of Rigs",543,2016-10-01,2016,10,0.0668,0.147766323024055
"527","TOTAL.OGNRPUS.M","Number of Rigs",580,2016-11-01,2016,11,0.0681,0.0194610778443113
"528","TOTAL.OGNRPUS.M","Number of Rigs",634,2016-12-01,2016,12,0.0931,0.367107195301028
"529","TOTAL.OGNRPUS.M","Number of Rigs",683,2017-01-01,2017,1,0.0773,-0.169709989258862
"530","TOTAL.OGNRPUS.M","Number of Rigs",744,2017-02-01,2017,2,0.0893,0.155239327296249
"531","TOTAL.OGNRPUS.M","Number of Rigs",789,2017-03-01,2017,3,0.0605,-0.322508398656215
"532","TOTAL.OGNRPUS.M","Number of Rigs",853,2017-04-01,2017,4,0.0811,0.340495867768595
"533","TOTAL.OGNRPUS.M","Number of Rigs",893,2017-05-01,2017,5,0.0469,-0.42170160295931
"534","TOTAL.OGNRPUS.M","Number of Rigs",931,2017-06-01,2017,6,0.0426,-0.091684434968017
"535","TOTAL.OGNRPUS.M","Number of Rigs",953,2017-07-01,2017,7,0.0236,-0.446009389671362
"536","TOTAL.OGNRPUS.M","Number of Rigs",947,2017-08-01,2017,8,-0.0063,-1.26694915254237
"537","TOTAL.OGNRPUS.M","Number of Rigs",940,2017-09-01,2017,9,-0.0074,0.174603174603175
"538","TOTAL.OGNRPUS.M","Number of Rigs",922,2017-10-01,2017,10,-0.0191,1.58108108108108
"539","TOTAL.OGNRPUS.M","Number of Rigs",911,2017-11-01,2017,11,-0.0119,-0.37696335078534
"540","TOTAL.OGNRPUS.M","Number of Rigs",930,2017-12-01,2017,12,0.0209,-2.7563025210084
"541","TOTAL.OGNRPUS.M","Number of Rigs",937,2018-01-01,2018,1,0.0075,-0.641148325358852
"542","TOTAL.OGNRPUS.M","Number of Rigs",969,2018-02-01,2018,2,0.0342,3.56
"543","TOTAL.OGNRPUS.M","Number of Rigs",989,2018-03-01,2018,3,0.0206,-0.39766081871345
"544","TOTAL.OGNRPUS.M","Number of Rigs",1011,2018-04-01,2018,4,0.0222,0.0776699029126214
"545","TOTAL.OGNRPUS.M","Number of Rigs",1046,2018-05-01,2018,5,0.0346,0.558558558558558
"546","TOTAL.OGNRPUS.M","Number of Rigs",1056,2018-06-01,2018,6,0.0096,-0.722543352601156
"547","TOTAL.OGNRPUS.M","Number of Rigs",1050,2018-07-01,2018,7,-0.0057,-1.59375
"548","TOTAL.OGNRPUS.M","Number of Rigs",1050,2018-08-01,2018,8,0,-1
"549","TOTAL.OGNRPUS.M","Number of Rigs",1053,2018-09-01,2018,9,0.0029,0
"550","TOTAL.OGNRPUS.M","Number of Rigs",1063,2018-10-01,2018,10,0.0095,2.27586206896552
"551","TOTAL.OGNRPUS.M","Number of Rigs",1077,2018-11-01,2018,11,0.0132,0.389473684210526
"552","TOTAL.OGNRPUS.M","Number of Rigs",1077,2018-12-01,2018,12,0,-1
"553","TOTAL.OGNRPUS.M","Number of Rigs",1065,2019-01-01,2019,1,-0.0111,0
"554","TOTAL.OGNRPUS.M","Number of Rigs",1048,2019-02-01,2019,2,-0.016,0.441441441441441
"555","TOTAL.OGNRPUS.M","Number of Rigs",1023,2019-03-01,2019,3,-0.0239,0.49375
"556","TOTAL.OGNRPUS.M","Number of Rigs",1013,2019-04-01,2019,4,-0.0098,-0.589958158995816
"557","TOTAL.OGNRPUS.M","Number of Rigs",986,2019-05-01,2019,5,-0.0267,1.72448979591837
"558","TOTAL.OGNRPUS.M","Number of Rigs",970,2019-06-01,2019,6,-0.0162,-0.393258426966292
"559","TOTAL.OGNRPUS.M","Number of Rigs",955,2019-07-01,2019,7,-0.0155,-0.0432098765432098
"560","TOTAL.OGNRPUS.M","Number of Rigs",926,2019-08-01,2019,8,-0.0304,0.961290322580645
"561","TOTAL.OGNRPUS.M","Number of Rigs",878,2019-09-01,2019,9,-0.0518,0.703947368421053
"562","TOTAL.OGNRPUS.M","Number of Rigs",848,2019-10-01,2019,10,-0.0342,-0.33976833976834
"563","TOTAL.OGNRPUS.M","Number of Rigs",810,2019-11-01,2019,11,-0.0448,0.309941520467836
"564","TOTAL.OGNRPUS.M","Number of Rigs",804,2019-12-01,2019,12,-0.0074,-0.834821428571429
"565","TOTAL.OGNRPUS.M","Number of Rigs",791,2020-01-01,2020,1,-0.0162,1.18918918918919
"566","TOTAL.OGNRPUS.M","Number of Rigs",790,2020-02-01,2020,2,-0.0013,-0.919753086419753
"567","TOTAL.OGNRPUS.M","Number of Rigs",771,2020-03-01,2020,3,-0.0241,17.5384615384615
